,image,pred,actual,group,spurious,correct,caption
414,163185.jpg,0,0,0,0,1,actor with her hair cut into a bob.
415,163186.jpg,0,0,0,0,1,actor is a beautiful actress.
416,163187.jpg,0,1,3,1,0,actor is the new face of the brand.
417,163188.jpg,0,0,0,0,1,i love the color of her hair.
418,163189.jpg,0,0,1,1,1,actor - i 'm not a fan of his hair but i love his style.
419,163190.jpg,0,0,0,0,1,actor at the premiere of science fiction film.
420,163191.jpg,1,1,2,0,1,"person , who is now a mum , said she was shocked to learn she had been told she was pregnant."
421,163192.jpg,0,0,0,0,1,person is the new face of person.
422,163193.jpg,0,0,0,0,1,actor arrives at the premiere.
423,163194.jpg,0,0,0,0,1,actor at the premiere of comedy film.
424,163195.jpg,0,0,1,1,1,actor at the premiere of romantic comedy film.
425,163196.jpg,0,0,0,0,1,actor arrives at the premiere.
426,163197.jpg,0,0,0,0,1,actor in a promotional portrait.
427,163198.jpg,1,1,2,0,1,actor is the face of person.
428,163199.jpg,0,0,0,0,1,"person , who was found in a car."
429,163200.jpg,0,0,0,0,1,actor with his wife at the premiere.
430,163201.jpg,0,0,0,0,1,person sings during the rally.
431,163202.jpg,0,0,1,1,1,portrait of the writer and writer.
432,163203.jpg,0,0,1,1,1,"a man with a long , gray beard."
433,163204.jpg,1,0,0,0,0,i want my hair like this !.
434,163205.jpg,1,1,2,0,1,actor - i love her hair like this.
435,163206.jpg,0,0,1,1,1,person is the new man in the paddock.
436,163207.jpg,0,0,0,0,1,"person , who has been dating person , has been dating person."
437,163208.jpg,0,0,1,1,1,artist performs on stage at awards.
438,163209.jpg,1,1,2,0,1,actor is the face of beauty.
439,163210.jpg,1,1,3,1,1,"person is a singer , songwriter and model."
440,163211.jpg,0,0,0,0,1,hair and makeup for the upcoming season.
441,163212.jpg,1,1,2,0,1,person has been named person.
442,163213.jpg,1,1,2,0,1,"actor , the daughter of actor."
443,163214.jpg,0,0,0,0,1,"politician , the first woman to be elected president."
444,163215.jpg,0,0,0,0,1,actor - i love her hair like this.
445,163216.jpg,0,0,1,1,1,"person , a man with a beard."
446,163217.jpg,0,0,0,0,1,person is a model and actress.
447,163218.jpg,0,0,1,1,1,"person , the founder of the company , is seen during a press conference."
448,163219.jpg,0,1,2,0,0,"actor , who is the daughter of actor , has been nominated for award."
449,163220.jpg,0,0,1,1,1,"person , a former contestant , is the new face of person."
450,163221.jpg,0,0,1,1,1,person has a beard and a smile.
451,163222.jpg,0,0,0,0,1,"person , a former contestant , is now a contestant."
452,163223.jpg,0,0,0,0,1,actor at the premiere of thriller film.
453,163224.jpg,0,0,0,0,1,actor in a promotional portrait.
454,163225.jpg,0,0,1,1,1,"person , who was the coach of the team."
455,163226.jpg,0,0,1,1,1,"person , the head of the company."
456,163227.jpg,0,0,0,0,1,actor at the premiere of romantic comedy film.
457,163228.jpg,0,0,1,1,1,actor ... i 'm not a fan of his hair but i love his style.
458,163229.jpg,0,0,1,1,1,tennis player with a new hairstyle.
459,163230.jpg,0,0,0,0,1,"person , who was found with a head injury , was found by her mother."
460,163231.jpg,0,0,1,1,1,"person , a former candidate for politician , is shown in this undated file photo."
461,163232.jpg,0,0,1,1,1,"person , the former head , is seen in this file photo."
462,163233.jpg,0,0,0,0,1,actor at the premiere of film.
463,163234.jpg,0,0,0,0,1,actor arrives at the premiere.
464,163235.jpg,0,0,0,0,1,a new study has found that women who have had a stroke are twice as likely to have a second stroke.
465,163236.jpg,0,0,0,0,1,actor at a promotional event.
466,163237.jpg,0,0,0,0,1,person is a model and actress.
467,163238.jpg,0,0,0,0,1,actor is the face of person.
468,163239.jpg,1,1,2,0,1,actor at the premiere of romantic comedy film.
469,163240.jpg,0,0,0,0,1,actor attends the premiere of the film.
470,163241.jpg,0,0,1,1,1,"person , the man who has been named as the new coach."
471,163242.jpg,0,0,1,1,1,"person , a trumpet player , was a member."
472,163243.jpg,0,0,0,0,1,i want my hair like this !.
473,163244.jpg,0,0,1,1,1,actor at the premiere of romantic comedy film.
474,163245.jpg,0,0,0,0,1,actor is a model and actress.
475,163246.jpg,0,0,1,1,1,american football player is interviewed during the game against sports team.
476,163247.jpg,0,0,1,1,1,actor at the premiere of thriller film.
477,163248.jpg,0,0,1,1,1,actor as film character in the film.
478,163249.jpg,0,0,1,1,1,hip hop artist at the premiere.
479,163250.jpg,0,0,1,1,1,the most popular men 's hairstyles.
480,163251.jpg,0,0,1,1,1,football player is the only player to have played in a final.
481,163252.jpg,0,0,0,0,1,actor is the face of person.
482,163253.jpg,0,1,3,1,0,actor at the premiere of animation film.
483,163254.jpg,0,0,0,0,1,i love the color of her hair.
484,163255.jpg,1,0,0,0,0,actor is the face of person.
485,163256.jpg,0,0,0,0,1,actor at the launch of the new beauty salon.
486,163257.jpg,0,0,0,0,1,"person , a former contestant , is shown in this undated file photo."
487,163258.jpg,0,0,0,0,1,"person , a woman with long dark hair , is seen."
488,163259.jpg,0,0,1,1,1,actor with a beard and glasses.
489,163260.jpg,0,0,1,1,1,actor attends the premiere of the film.
490,163261.jpg,0,0,0,0,1,actor - i love her hair !.
491,163262.jpg,0,0,0,0,1,person is a model and actress.
492,163263.jpg,0,0,0,0,1,"person , a former contestant , is now a contestant."
493,163264.jpg,0,0,1,1,1,"person , who was a member , was a great man."
494,163265.jpg,0,0,0,0,1,actor arrives at the premiere.
495,163266.jpg,0,0,1,1,1,artist of artist poses for a portrait.
496,163267.jpg,0,0,1,1,1,"person , pictured with glasses , was arrested after he was found with a knife and a knife inside a home."
497,163268.jpg,0,0,0,0,1,actor - i love her hair like this.
498,163269.jpg,0,0,0,0,1,a model prepares backstage at the fashion show during fashion week.
499,163270.jpg,0,0,1,1,1,actor at the premiere of thriller film.
500,163271.jpg,0,0,0,0,1,"person , who was found in a hotel room with a broken neck , has been charged with assault and battery."
501,163272.jpg,0,0,0,0,1,actor at the premiere of comedy.
502,163273.jpg,1,1,2,0,1,a model wears a creation by person.
503,163274.jpg,1,1,2,0,1,person is a model and actress.
504,163275.jpg,0,0,1,1,1,actor at the premiere of thriller film.
505,163276.jpg,0,0,1,1,1,person was the first player to be evicted from the club.
506,163277.jpg,0,0,0,0,1,actor as person in the movie.
507,163278.jpg,0,0,0,0,1,actor at the premiere of romantic comedy film.
508,163279.jpg,0,0,1,1,1,actor is a man of many talents.
509,163280.jpg,0,0,0,0,1,"actor is a model , actress and actress."
510,163281.jpg,0,0,0,0,1,"actor is a model , actress and actress."
511,163282.jpg,0,0,1,1,1,"actor , the girl who was born with a long , curly hair."
512,163283.jpg,0,0,1,1,1,"person , a young man with a red hair."
513,163284.jpg,0,0,1,1,1,actor as tv character in tv drama.
514,163285.jpg,0,0,0,0,1,the beauty of a woman 's face.
515,163286.jpg,0,0,1,1,1,actor arrives for the premiere.
516,163287.jpg,0,0,0,0,1,actor at the premiere of comedy film.
517,163288.jpg,0,0,0,0,1,person is a singer and actress.
518,163289.jpg,0,0,0,0,1,actor at the premiere of romantic comedy film.
519,163290.jpg,0,0,0,0,1,actor as person in the movie.
520,163291.jpg,0,0,0,0,1,actor arrives at the premiere.
521,163292.jpg,0,0,1,1,1,"person , who is the new face of person , is seen."
522,163293.jpg,0,0,1,1,1,"person , who is a singer and guitarist , has died aged 76."
523,163294.jpg,0,0,1,1,1,person was a member of the hockey team.
524,163295.jpg,0,0,0,0,1,actor - i love her hair and makeup.
525,163296.jpg,0,0,1,1,1,actor at the premiere of comedy.
526,163297.jpg,0,0,0,0,1,"person , a native , has been working as a stylist."
527,163298.jpg,0,0,0,0,1,actor at the premiere of comedy film.
528,163299.jpg,0,0,1,1,1,actor at the premiere of thriller film.
529,163300.jpg,0,0,0,0,1,"person , a model , has been selected to show."
530,163301.jpg,0,0,1,1,1,american football player is the only player to have played in a playoff game.
531,163302.jpg,0,0,1,1,1,"person , who was found in a car."
532,163303.jpg,0,0,1,1,1,actor at the premiere of thriller film.
533,163304.jpg,0,0,1,1,1,"person , who was the first person to be diagnosed with the condition , died."
534,163305.jpg,0,0,1,1,1,actor at the premiere of comedy film.
535,163306.jpg,0,0,1,1,1,"a portrait of person , a man who was a member."
536,163307.jpg,0,0,1,1,1,actor attends the premiere of the film.
537,163308.jpg,0,0,0,0,1,actor at the premiere of romantic comedy film.
538,163309.jpg,0,0,1,1,1,football player during the press conference.
539,163310.jpg,0,0,1,1,1,"a portrait of person , the founder."
540,163311.jpg,0,0,0,0,1,"person , who was found with a bullet to her head , has been charged with second - degree murder."
541,163312.jpg,0,0,1,1,1,actor is a man with a lot of hair.
542,163313.jpg,0,0,1,1,1,"person , who is the president , is shown in this photo."
543,163314.jpg,0,0,0,0,1,person is the face of a new campaign.
544,163315.jpg,0,0,0,0,1,actor is a model and actress.
545,163316.jpg,0,0,1,1,1,the man behind the mask.
546,163317.jpg,0,0,1,1,1,person watches his shot go in during the first half of a basketball game against sports team.
547,163318.jpg,0,1,2,0,0,person is a model and actress.
548,163319.jpg,0,0,0,0,1,"actor , the girl who played film character in the movie."
549,163320.jpg,0,0,1,1,1,actor as person in the new movie.
550,163321.jpg,0,0,0,0,1,actor arrives at the premiere.
551,163322.jpg,0,0,1,1,1,"person , who was arrested on saturday , is shown in this undated file photo."
552,163323.jpg,1,1,2,0,1,actor - i love her hair and makeup.
553,163324.jpg,0,0,0,0,1,actor at the premiere of romantic comedy film.
554,163325.jpg,0,0,0,0,1,"person , was found in a bedroom."
555,163326.jpg,0,0,1,1,1,actor arrives at the premiere.
556,163327.jpg,0,0,0,0,1,i love the hair color and the bangs.
557,163328.jpg,1,1,2,0,1,actor in a scene from the movie.
558,163329.jpg,0,0,0,0,1,i love the color of her hair.
559,163330.jpg,0,0,1,1,1,actor at the premiere of thriller film.
560,163331.jpg,0,0,0,0,1,"person , who has been dating person , said she was."
561,163332.jpg,0,0,1,1,1,"actor , who is the new face of the company , has died at age."
562,163333.jpg,0,0,0,0,1,actor at the premiere of comedy.
563,163334.jpg,0,0,1,1,1,actor poses at the photo call for his new film.
564,163335.jpg,0,0,1,1,1,actor attends the premiere of the film.
565,163336.jpg,0,0,1,1,1,actor at the premiere of romantic comedy film.
566,163337.jpg,0,0,1,1,1,american football player looks on during the second half of a football game against sports team.
567,163338.jpg,0,0,0,0,1,actor at the premiere of comedy.
568,163339.jpg,0,0,1,1,1,actor arrives at the premiere.
569,163340.jpg,0,0,1,1,1,"i 'm not a fan of men 's hair , but i love this man."
570,163341.jpg,0,0,1,1,1,"person , the former head of the department."
571,163342.jpg,0,0,1,1,1,"basketball player , who is the son of basketball player , is shown in this undated file photo."
572,163343.jpg,0,0,0,0,1,i love the color of her hair.
573,163344.jpg,0,0,0,0,1,actor is the face of beauty.
574,163345.jpg,0,0,0,0,1,person is a model and actress.
575,163346.jpg,0,0,1,1,1,pop artist performs on stage.
576,163347.jpg,1,1,2,0,1,actor at the premiere of romantic comedy film.
577,163348.jpg,0,0,0,0,1,hair is the most important part of a woman 's beauty.
578,163349.jpg,0,0,1,1,1,actor at the premiere of thriller film.
579,163350.jpg,0,0,1,1,1,"actor , who plays person in the film , has died at age."
580,163351.jpg,0,0,1,1,1,actor in a cowboy hat.
581,163352.jpg,0,0,1,1,1,actor arrives at the premiere.
582,163353.jpg,0,0,1,1,1,actor poses for a photo during a photo session.
583,163354.jpg,0,0,0,0,1,the most popular hairstyles for women.
584,163355.jpg,1,1,2,0,1,actor with a short haircut.
585,163356.jpg,0,0,1,1,1,actor was also spotted at the event.
586,163357.jpg,0,0,1,1,1,actor is a man of many talents.
587,163358.jpg,0,0,1,1,1,"person , a player for football team , has been named person."
588,163359.jpg,0,0,1,1,1,"person , who was arrested for driving under the influence of alcohol , has been released."
589,163360.jpg,0,0,0,0,1,actor with a weight of kg and a feet size of 9 in favorite outfit & clothing style.
590,163361.jpg,0,0,0,0,1,"person , a student , has been diagnosed with the condition."
591,163362.jpg,0,0,1,1,1,football player attends the premiere.
592,163363.jpg,0,0,0,0,1,actor at the premiere of romantic comedy film.
593,163364.jpg,0,0,0,0,1,i want my hair like this !.
594,163365.jpg,0,0,1,1,1,actor attends the press conference of film.
595,163366.jpg,0,0,0,0,1,actor with her hair in a bob.
596,163367.jpg,0,0,1,1,1,actor poses for a portrait during the filming.
597,163368.jpg,0,0,1,1,1,actor as person in the movie.
598,163369.jpg,0,0,0,0,1,actor at the premiere of thriller film.
599,163370.jpg,0,0,0,0,1,wallpaper probably with a portrait titled person.
600,163371.jpg,0,0,0,0,1,"person , a former member of the family."
601,163372.jpg,0,0,0,0,1,actor arrives at the premiere.
602,163373.jpg,0,0,0,0,1,actor with a red lip.
603,163374.jpg,0,0,1,1,1,actor is the new face of person.
604,163375.jpg,1,1,2,0,1,"politician , the first woman to be elected to the supreme court , has said she is."
605,163376.jpg,0,0,0,0,1,"person , who was the first person to be diagnosed with the condition , has been told she will not be able to go to the doctor."
606,163377.jpg,0,0,1,1,1,"person , who was the first person to win gold medals in the men 's metres event."
607,163378.jpg,0,0,0,0,1,"person , a model , is the first woman to be selected to compete."
608,163379.jpg,0,0,1,1,1,person is a former wrestler and former professional boxer.
609,163380.jpg,0,0,0,0,1,actor at the premiere of romantic comedy film.
610,163381.jpg,0,0,0,0,1,person is the new face of the brand.
611,163382.jpg,0,0,0,0,1,actor at a shop window.
612,163383.jpg,1,1,2,0,1,actor attends the premiere of the film.
613,163384.jpg,0,0,0,0,1,tennis player reacts after losing a point to tennis player during their women 's singles final match.
614,163385.jpg,0,0,0,0,1,actor at the premiere of film.
615,163386.jpg,0,0,0,0,1,actor - i love her hair.
616,163387.jpg,0,0,1,1,1,actor attends the press conference.
617,163388.jpg,0,0,1,1,1,actor attends the press conference.
618,163389.jpg,0,0,0,0,1,"person , who was the first person to be evicted from her home , said she was shocked to learn she had been evicted."
619,163390.jpg,0,0,1,1,1,actor at the premiere of romantic comedy film.
620,163391.jpg,0,0,0,0,1,actor at the premiere of science fiction film.
621,163392.jpg,1,1,2,0,1,actor attends the world premiere.
622,163393.jpg,0,0,0,0,1,person is the new face of person.
623,163394.jpg,0,0,1,1,1,actor at the premiere of thriller film.
624,163395.jpg,0,0,1,1,1,actor at the premiere of thriller film.
625,163396.jpg,0,0,1,1,1,actor is the face of the new film.
626,163397.jpg,0,0,1,1,1,actor arrives at the premiere.
627,163398.jpg,0,0,1,1,1,football player poses for a photo during the team presentation.
628,163399.jpg,0,0,1,1,1,golfer reacts after missing a putt on the 18th green during the final round.
629,163400.jpg,0,0,1,1,1,"person , a former contestant , is one of the men who will be featured in the new documentary."
630,163401.jpg,0,0,1,1,1,"person , a former football player , is shown in this undated file photo."
631,163402.jpg,0,0,0,0,1,i want my hair like this !.
632,163403.jpg,0,0,0,0,1,actor at the premiere of person.
633,163404.jpg,0,0,1,1,1,actor poses for a portrait.
634,163405.jpg,0,0,1,1,1,"person , a man with a long , thin beard."
635,163406.jpg,0,0,1,1,1,actor at the premiere of thriller film.
636,163407.jpg,0,0,0,0,1,actor is a model and actress.
637,163408.jpg,0,0,0,0,1,actor arrives at the premiere.
638,163409.jpg,0,0,0,0,1,"person , a former contestant , is a former contestant."
639,163410.jpg,0,0,1,1,1,actor is a man of many talents.
640,163411.jpg,0,0,1,1,1,a man with a mustache.
641,163412.jpg,0,0,1,1,1,football player speaks to the media during a press conference.
